"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
"Calm110",1404.39402389281,99.4480811192402,"Calm1","Glutamatergic_L4/5 IT CTX_7791_57638",-0.530887919834671
"Calm210",1520.47916891565,99.7047875754075,"Calm2","Glutamatergic_L4/5 IT CTX_7791_57638",-0.654837683723723
"Calm310",754.849873426174,99.0886920806058,"Calm3","Glutamatergic_L4/5 IT CTX_7791_57638",-1.08749817417976
"Actb10",1988.40407672746,98.6907970735464,"Actb","Glutamatergic_L4/5 IT CTX_7791_57638",0.232589838032599
"Camkmt11",76.4751535563707,56.1335902376365,"Camkmt","Glutamatergic_L5 IT CTX_6228_57638",0.448745734012683
"Calm111",1573.57026446364,99.5504174694926,"Calm1","Glutamatergic_L5 IT CTX_6228_57638",0.0663656956924227
"Calm211",1548.81785700693,99.582530507386,"Calm2","Glutamatergic_L5 IT CTX_6228_57638",-0.579660789630286
"Calm311",782.5499222995,98.7315350032113,"Calm3","Glutamatergic_L5 IT CTX_6228_57638",-0.865651155360465
"Actb11",1923.25261480323,98.9081567116249,"Actb","Glutamatergic_L5 IT CTX_6228_57638",0.144120157892647
"Camkmt12",73.7272617066107,53.4859521331946,"Camkmt","Glutamatergic_L5 PT CTX_961_57638",0.355065049921114
"Calm112",1627.26258896626,99.687825182102,"Calm1","Glutamatergic_L5 PT CTX_961_57638",0.255919115410493
"Calm212",1623.60049328954,99.3756503642039,"Calm2","Glutamatergic_L5 PT CTX_961_57638",-0.381277353186897
"Calm312",775.964619452903,99.2715920915713,"Calm3","Glutamatergic_L5 PT CTX_961_57638",-0.918392210483533
"Actb12",2066.87659606825,99.0634755463059,"Actb","Glutamatergic_L5 PT CTX_961_57638",0.339148286313153
"Camkmt13",103.879559061402,56.0975609756098,"Camkmt","Glutamatergic_L5/6 IT TPE-ENT_41_57638",1.38301229004847
"Calm113",1605.66915579789,100,"Calm1","Glutamatergic_L5/6 IT TPE-ENT_41_57638",0.179686448293997
"Calm213",1490.17709658621,100,"Calm2","Glutamatergic_L5/6 IT TPE-ENT_41_57638",-0.73522304507089
"Calm313",746.171534244796,100,"Calm3","Glutamatergic_L5/6 IT TPE-ENT_41_57638",-1.1570021553639
"Actb13",2032.53798754975,100,"Actb","Glutamatergic_L5/6 IT TPE-ENT_41_57638",0.292519621009904
"Camkmt14",70.9882350044632,51.9616026711185,"Camkmt","Glutamatergic_L5/6 NP CTX_2396_57638",0.261686595006787
"Calm114",1574.01145400602,99.7078464106845,"Calm1","Glutamatergic_L5/6 NP CTX_2396_57638",0.0679232551253052
"Calm214",1638.00897432097,99.7078464106845,"Calm2","Glutamatergic_L5/6 NP CTX_2396_57638",-0.343054523355905
"Calm314",790.494842463176,98.9565943238731,"Calm3","Glutamatergic_L5/6 NP CTX_2396_57638",-0.802021056326015
"Actb14",2022.50617122161,98.9983305509182,"Actb","Glutamatergic_L5/6 NP CTX_2396_57638",0.278897339090799
"Camkmt15",71.7342977431976,53.7305699481865,"Camkmt","Glutamatergic_L6 CT CTX_13510_57638",0.287121245117188
"Calm115",1517.82312841283,99.5336787564767,"Calm1","Glutamatergic_L6 CT CTX_13510_57638",-0.130441955602343
"Calm215",1663.44011807706,99.5484826054774,"Calm2","Glutamatergic_L6 CT CTX_13510_57638",-0.27559076516539
"Calm315",797.127483971431,98.7860843819393,"Calm3","Glutamatergic_L6 CT CTX_13510_57638",-0.748900870429143
"Actb15",1938.81133496962,99.0377498149519,"Actb","Glutamatergic_L6 CT CTX_13510_57638",0.165247465797243
"Camkmt16",66.6328023722506,50.7513416815742,"Camkmt","Glutamatergic_L6 IT CTX_5590_57638",0.113201890801249
"Calm116",1518.27830500254,99.6779964221825,"Calm1","Glutamatergic_L6 IT CTX_5590_57638",-0.128835016808888
"Calm216",1823.14788076719,99.8032200357782,"Calm2","Glutamatergic_L6 IT CTX_5590_57638",0.148082113514896
"Calm316",863.248219917536,99.2665474060823,"Calm3","Glutamatergic_L6 IT CTX_5590_57638",-0.219346275819503
"Actb16",1454.25301751521,99.087656529517,"Actb","Glutamatergic_L6 IT CTX_5590_57638",-0.49273806650287
"Camkmt17",64.3556726382597,49.6887966804979,"Camkmt","Glutamatergic_L6b CTX_964_57638",0.0355703525497893
"Calm117",1556.23333969501,99.6887966804979,"Calm1","Glutamatergic_L6b CTX_964_57638",0.00516005023508983
"Calm217",1939.91377068671,99.6887966804979,"Calm2","Glutamatergic_L6b CTX_964_57638",0.457838758280193
"Calm317",926.93548880748,99.1701244813278,"Calm3","Glutamatergic_L6b CTX_964_57638",0.290718915927592
"Actb17",1209.91231718896,99.2738589211618,"Actb","Glutamatergic_L6b CTX_964_57638",-0.824530216127618
"Camkmt18",64.9106642162681,47.5286674574931,"Camkmt","GABAergic_Lamp5_2529_57638",0.0544910355808272
"Calm118",1546.32561930932,99.3277975484381,"Calm1","GABAergic_Lamp5_2529_57638",-0.0298178036409736
"Calm218",1887.69673066488,99.5255041518387,"Calm2","GABAergic_Lamp5_2529_57638",0.319317353374312
"Calm318",908.15732461584,98.6951364175564,"Calm3","GABAergic_Lamp5_2529_57638",0.140326410706195
"Actb18",1309.98954805887,98.8928430209569,"Actb","GABAergic_Lamp5_2529_57638",-0.688634560944158
"Camkmt19",85.051710991282,63.1578947368421,"Camkmt","Non-Neuronal_Micro-PVM_19_57638",0.741136341642784
"Calm119",1541.96164366301,100,"Calm1","Non-Neuronal_Micro-PVM_19_57638",-0.0452242237389193
"Calm219",1703.23136340612,100,"Calm2","Non-Neuronal_Micro-PVM_19_57638",-0.17003251820937
"Calm319",858.253283596878,100,"Calm3","Non-Neuronal_Micro-PVM_19_57638",-0.259350238881002
"Actb19",861.985236897576,100,"Actb","Non-Neuronal_Micro-PVM_19_57638",-1.29698312196116
"Camkmt20",0,0,"Camkmt","Glutamatergic_NP PPP_1_57638",-2
"Calm120",1200.54882231877,100,"Calm1","Glutamatergic_NP PPP_1_57638",-1.25053556797453
"Calm220",1657.90075463069,100,"Calm2","Glutamatergic_NP PPP_1_57638",-0.290285592879762
"Calm320",1029.04184770181,100,"Calm3","Glutamatergic_NP PPP_1_57638",1.10847889269834
"Actb20",3144.29453464441,100,"Actb","Glutamatergic_NP PPP_1_57638",1.80218253892491
"Camkmt21",43.8540745411355,33.3333333333333,"Camkmt","Glutamatergic_NP SUB_12_57638",-0.663366810816657
"Calm121",1862.29702080039,100,"Calm1","Glutamatergic_NP SUB_12_57638",1.08567608194809
"Calm221",2245.24891840211,100,"Calm2","Glutamatergic_NP SUB_12_57638",1.26783207867906
"Calm321",942.00338673926,100,"Calm3","Glutamatergic_NP SUB_12_57638",0.411396256654515
"Actb21",823.613856554589,91.6666666666667,"Actb","Glutamatergic_NP SUB_12_57638",-1.34908791969264
"Camkmt22",56.5913655648408,41.8079096045198,"Camkmt","Non-Neuronal_Oligo_177_57638",-0.229129147249822
"Calm122",1783.38823762898,100,"Calm1","Non-Neuronal_Oligo_177_57638",0.80709939832546
"Calm222",2094.57319423153,100,"Calm2","Non-Neuronal_Oligo_177_57638",0.868119398898771
"Calm322",989.884675795604,99.4350282485876,"Calm3","Non-Neuronal_Oligo_177_57638",0.79487288093599
"Actb22",1183.61204695782,99.4350282485876,"Actb","Non-Neuronal_Oligo_177_57638",-0.860243558947904
"Camkmt23",67.9249680659492,44.6099912357581,"Camkmt","GABAergic_Pvalb_1141_57638",0.157254194444828
"Calm123",1709.09388345741,99.7370727432077,"Calm1","GABAergic_Pvalb_1141_57638",0.544813326164846
"Calm223",2089.06275852534,99.6494303242769,"Calm2","GABAergic_Pvalb_1141_57638",0.853501310716331
"Calm323",975.908619854549,99.2112182296231,"Calm3","GABAergic_Pvalb_1141_57638",0.682939997367671
"Actb23",1233.98076085031,98.9482909728309,"Actb","GABAergic_Pvalb_1141_57638",-0.791847488076742
"Camkmt24",35.0939990039841,25,"Camkmt","Non-Neuronal_SMC-Peri_8_57638",-0.962013887878969
"Calm124",1469.00187357742,100,"Calm1","Non-Neuronal_SMC-Peri_8_57638",-0.302798729027691
"Calm224",2304.98303892573,100,"Calm2","Non-Neuronal_SMC-Peri_8_57638",1.42629480066194
"Calm324",1088.26710739283,100,"Calm3","Non-Neuronal_SMC-Peri_8_57638",1.5828082832831
"Actb24",943.46657096866,100,"Actb","Non-Neuronal_SMC-Peri_8_57638",-1.18633898060591
"Camkmt25",63.7512848212606,42.9697766097241,"Camkmt","GABAergic_Sncg_761_57638",0.0149656609357324
"Calm125",1664.01801466117,99.868593955322,"Calm1","GABAergic_Sncg_761_57638",0.385679126700773
"Calm225",2074.93115458748,99.868593955322,"Calm2","GABAergic_Sncg_761_57638",0.816012980657266
"Calm325",965.927611420388,99.6057818659658,"Calm3","GABAergic_Sncg_761_57638",0.603003063824529
"Actb25",1172.33500164908,98.9487516425756,"Actb","GABAergic_Sncg_761_57638",-0.875556747047178
"Camkmt26",62.1634730671239,41.0385863685539,"Camkmt","GABAergic_Sst_2773_57638",-0.0391657603387821
"Calm126",1714.65516154943,99.7836278398846,"Calm1","GABAergic_Sst_2773_57638",0.56444665905015
"Calm226",2090.18187758011,99.8557518932564,"Calm2","GABAergic_Sst_2773_57638",0.856470110626446
"Calm326",965.460784426752,99.4951316263974,"Calm3","GABAergic_Sst_2773_57638",0.599264291473756
"Actb26",1158.24122269156,98.918139199423,"Actb","GABAergic_Sst_2773_57638",-0.89469479981696
"Camkmt27",86.6429096420222,52.8089887640449,"Camkmt","GABAergic_Sst Chodl_89_57638",0.795383228448009
"Calm127",1728.80533889107,100,"Calm1","GABAergic_Sst Chodl_89_57638",0.614401927881795
"Calm227",2076.47181793205,100,"Calm2","GABAergic_Sst Chodl_89_57638",0.820100053591443
"Calm327",973.446740840993,98.876404494382,"Calm3","GABAergic_Sst Chodl_89_57638",0.663223045879649
"Actb27",955.592236447988,100,"Actb","GABAergic_Sst Chodl_89_57638",-1.16987344453417
"Camkmt28",60.3447797301237,40.9336297237218,"Camkmt","GABAergic_Vip_3149_57638",-0.101168359159344
"Calm128",1708.33810455028,99.8412194347412,"Calm1","GABAergic_Vip_3149_57638",0.542145151938373
"Calm228",2093.62683770208,99.8412194347412,"Calm2","GABAergic_Vip_3149_57638",0.8656089035519
"Calm328",975.028586869587,99.3648777389648,"Calm3","GABAergic_Vip_3149_57638",0.675891898100071
"Actb28",1164.36780895781,98.5709749126707,"Actb","GABAergic_Vip_3149_57638",-0.886375460368291
"Camkmt29",0,0,"Camkmt","Non-Neuronal_VLMC_5_57638",-2
"Calm129",2246.78595732474,100,"Calm1","Non-Neuronal_VLMC_5_57638",2
"Calm229",2216.92369405779,100,"Calm2","Non-Neuronal_VLMC_5_57638",1.19269090122415
"Calm329",905.768222771197,100,"Calm3","Non-Neuronal_VLMC_5_57638",0.121192324542174
"Actb29",1799.98781457309,100,"Actb","Non-Neuronal_VLMC_5_57638",-0.0232620792328666
