"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
"Camkmt10",59.9945444789758,40,"Camkmt","Glutamatergic_L5/6 IT TPE-ENT_100_46339",-0.377853653928536
"Calm110",1444.3275597623,98,"Calm1","Glutamatergic_L5/6 IT TPE-ENT_100_46339",0.0147626242019204
"Calm210",1917.15082565365,99,"Calm2","Glutamatergic_L5/6 IT TPE-ENT_100_46339",1.11014610664144
"Calm310",786.066173941143,98,"Calm3","Glutamatergic_L5/6 IT TPE-ENT_100_46339",-0.390446667553285
"Actb10",2117.78714968834,97,"Actb","Glutamatergic_L5/6 IT TPE-ENT_100_46339",0.0938140307979185
"Camkmt11",64.6626495516067,47.9709267110842,"Camkmt","Glutamatergic_L5/6 NP CTX_1651_46339",-0.136313185989061
"Calm111",1505.39304647856,99.091459721381,"Calm1","Glutamatergic_L5/6 NP CTX_1651_46339",0.445412958501414
"Calm211",1843.27842190605,98.9703210175651,"Calm2","Glutamatergic_L5/6 NP CTX_1651_46339",0.618314600105091
"Calm311",876.494125321622,98.7280436099334,"Calm3","Glutamatergic_L5/6 NP CTX_1651_46339",0.764178196181009
"Actb11",1637.06251816114,98.6674742580254,"Actb","Glutamatergic_L5/6 NP CTX_1651_46339",-0.25570739939158
"Camkmt12",68.1370267747846,52.3330940416368,"Camkmt","Glutamatergic_L6 CT CTX_6965_46339",0.0434605524396013
"Calm112",1497.78898651514,98.8083273510409,"Calm1","Glutamatergic_L6 CT CTX_6965_46339",0.391787070272648
"Calm212",1819.76008818392,98.8657573582197,"Calm2","Glutamatergic_L6 CT CTX_6965_46339",0.461733022696263
"Calm312",842.844859802507,98.2340272792534,"Calm3","Glutamatergic_L6 CT CTX_6965_46339",0.334529199143641
"Actb12",1595.4165577706,98.9519023689878,"Actb","Glutamatergic_L6 CT CTX_6965_46339",-0.285987012048571
"Camkmt13",70.2837190114372,51.7210682492582,"Camkmt","Glutamatergic_L6 IT CTX_3370_46339",0.154536254313398
"Calm113",1439.09833585886,97.9525222551929,"Calm1","Glutamatergic_L6 IT CTX_3370_46339",-0.0221152775923854
"Calm213",1761.91566010876,98.0712166172107,"Calm2","Glutamatergic_L6 IT CTX_3370_46339",0.076613400731071
"Calm313",832.98003694034,97.2700296735905,"Calm3","Glutamatergic_L6 IT CTX_3370_46339",0.208570692076852
"Actb13",1870.92804721644,98.813056379822,"Actb","Glutamatergic_L6 IT CTX_3370_46339",-0.0856703161496646
"Camkmt14",71.3255603444548,70,"Camkmt","Glutamatergic_L6 IT ENTl_10_46339",0.208443961869334
"Calm114",1599.48541500913,100,"Calm1","Glutamatergic_L6 IT ENTl_10_46339",1.10897779916184
"Calm214",1908.04345692936,100,"Calm2","Glutamatergic_L6 IT ENTl_10_46339",1.04951059658606
"Calm314",890.139005597284,100,"Calm3","Glutamatergic_L6 IT ENTl_10_46339",0.938402181004771
"Actb14",830.186987723412,100,"Actb","Glutamatergic_L6 IT ENTl_10_46339",-0.842364023346055
"Camkmt15",65.3408536454199,49.4824016563147,"Camkmt","Glutamatergic_L6b CTX_483_46339",-0.101221059391792
"Calm115",1481.36231929466,99.5859213250518,"Calm1","Glutamatergic_L6b CTX_483_46339",0.275941768608286
"Calm215",1828.16174080061,99.5859213250518,"Calm2","Glutamatergic_L6b CTX_483_46339",0.517669979587253
"Calm315",845.530290981041,98.9648033126294,"Calm3","Glutamatergic_L6b CTX_483_46339",0.368817995486446
"Actb15",2064.57777266621,98.9648033126294,"Actb","Glutamatergic_L6b CTX_483_46339",0.0551269814216771
"Camkmt16",75.2105896510229,50,"Camkmt","Glutamatergic_L6b/CT ENT_2_46339",0.409465957318587
"Calm116",1213.45823802585,100,"Calm1","Glutamatergic_L6b/CT ENT_2_46339",-1.61339029705919
"Calm216",1589.51118628096,100,"Calm2","Glutamatergic_L6b/CT ENT_2_46339",-1.07123001297518
"Calm316",607.449747842172,100,"Calm3","Glutamatergic_L6b/CT ENT_2_46339",-2
"Actb16",7899.99442867439,100,"Actb","Glutamatergic_L6b/CT ENT_2_46339",2
"Camkmt17",74.6404320640622,53.8355217691776,"Camkmt","GABAergic_Lamp5_1447_46339",0.379964451201862
"Calm117",1460.66099521775,98.6869384934347,"Calm1","GABAergic_Lamp5_1447_46339",0.129950430234314
"Calm217",1831.94390034705,98.6869384934347,"Calm2","GABAergic_Lamp5_1447_46339",0.542851036833517
"Calm317",846.606743184048,98.341395991707,"Calm3","GABAergic_Lamp5_1447_46339",0.382562622664651
"Actb17",1930.38922593173,98.5487214927436,"Actb","GABAergic_Lamp5_1447_46339",-0.0424377566710769
"Camkmt18",71.8553242452788,52.2727272727273,"Camkmt","Non-Neuronal_Micro-PVM_44_46339",0.235855388671333
