"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
"Camkmt13",71.0436443742752,43.921139101862,"Camkmt","GABAergic_Lamp5_913_43071",-0.128932134902097
"Calm113",1513.56479774237,98.9047097480832,"Calm1","GABAergic_Lamp5_913_43071",-0.0262274767556045
"Calm213",2000.18219910436,98.6856516976999,"Calm2","GABAergic_Lamp5_913_43071",0.0610029432059649
"Calm313",881.673946056115,97.9189485213582,"Calm3","GABAergic_Lamp5_913_43071",0.528640678391438
"Actb13",1966.57343409987,99.0142387732749,"Actb","GABAergic_Lamp5_913_43071",0.888981749964191
"Camkmt14",68.7258645842472,42.8571428571429,"Camkmt","Non-Neuronal_Micro-PVM_49_43071",-0.190948574630985
"Calm114",1575.03528607212,100,"Calm1","Non-Neuronal_Micro-PVM_49_43071",0.417585385567446
"Calm214",1867.42372261617,100,"Calm2","Non-Neuronal_Micro-PVM_49_43071",-0.253901931086773
"Calm314",935.548029070142,97.9591836734694,"Calm3","Non-Neuronal_Micro-PVM_49_43071",1.29079673934537
"Actb14",1774.96510808838,97.9591836734694,"Actb","Non-Neuronal_Micro-PVM_49_43071",0.42758451477071
"Camkmt15",77.8353276361359,45.8026509572901,"Camkmt","Non-Neuronal_Oligo_679_43071",0.0527917792846815
"Calm115",1527.61770092317,99.2636229749632,"Calm1","Non-Neuronal_Oligo_679_43071",0.0752335552629585
"Calm215",1983.04270347475,98.9690721649485,"Calm2","Non-Neuronal_Oligo_679_43071",0.0203478313106236
"Calm315",855.142442960603,98.0854197349043,"Calm3","Non-Neuronal_Oligo_679_43071",0.15329979536985
"Actb15",1537.83737115345,97.7908689248895,"Actb","Non-Neuronal_Oligo_679_43071",-0.143424503923546
"Camkmt16",70.3354381893657,42.6136363636364,"Camkmt","GABAergic_Pvalb_176_43071",-0.14788148736907
"Calm116",1473.23251411075,98.2954545454545,"Calm1","GABAergic_Pvalb_176_43071",-0.317423898468628
"Calm216",1902.29152837841,98.8636363636364,"Calm2","GABAergic_Pvalb_176_43071",-0.171195031453144
"Calm316",842.012087747137,96.5909090909091,"Calm3","GABAergic_Pvalb_176_43071",-0.0324551956861505
"Actb16",1265.97849682232,98.8636363636364,"Actb","GABAergic_Pvalb_176_43071",-0.798066896507671
"Camkmt17",38.6984729121362,35.7142857142857,"Camkmt","Non-Neuronal_SMC-Peri_28_43071",-0.99438638777489
"Calm117",1514.89337490953,100,"Calm1","Non-Neuronal_SMC-Peri_28_43071",-0.0166352374323514
"Calm217",1951.39869751515,100,"Calm2","Non-Neuronal_SMC-Peri_28_43071",-0.0547121722569387
"Calm317",862.930207127162,96.4285714285714,"Calm3","Non-Neuronal_SMC-Peri_28_43071",0.263473209537805
"Actb17",1754.74849499182,100,"Actb","Non-Neuronal_SMC-Peri_28_43071",0.378902447650251
"Camkmt18",61.7305909825835,41.0112359550562,"Camkmt","GABAergic_Sncg_178_43071",-0.378119920921578
"Calm118",1558.85055494627,99.438202247191,"Calm1","GABAergic_Sncg_178_43071",0.300732696707054
"Calm218",2033.19579771907,99.438202247191,"Calm2","GABAergic_Sncg_178_43071",0.139311638791521
